Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
26/11/2023 20:26:06,"415","","",""
26/11/2023 20:31:06,"409","","",""
26/11/2023 20:36:06,"419","","",""
26/11/2023 20:41:06,"415","","",""
26/11/2023 20:46:06,"411","","",""
26/11/2023 20:51:06,"422","","",""
26/11/2023 20:56:06,"426","","",""
26/11/2023 21:01:06,"427","","",""
26/11/2023 21:06:06,"420","","",""
26/11/2023 21:11:06,"416","","",""
26/11/2023 21:16:06,"413","","",""
26/11/2023 21:21:06,"406","","",""
26/11/2023 21:26:06,"411","","",""
26/11/2023 21:31:06,"413","","",""
26/11/2023 21:36:06,"424","","",""
26/11/2023 21:41:06,"418","","",""
26/11/2023 21:46:06,"411","","",""
26/11/2023 21:51:06,"414","","",""
26/11/2023 21:56:06,"411","","",""
26/11/2023 22:01:06,"421","","",""
26/11/2023 22:06:06,"416","","",""
26/11/2023 22:11:06,"409","","",""
26/11/2023 22:16:06,"414","","",""
26/11/2023 22:21:06,"417","","",""
26/11/2023 22:26:06,"415","","",""
26/11/2023 22:31:06,"412","","",""
26/11/2023 22:36:06,"417","","",""
26/11/2023 22:41:06,"413","","",""
26/11/2023 22:46:06,"414","","",""
26/11/2023 22:51:06,"417","","",""
26/11/2023 22:56:06,"418","","",""
26/11/2023 23:01:06,"410","","",""
26/11/2023 23:06:06,"404","","",""
26/11/2023 23:11:06,"406","","",""
26/11/2023 23:16:06,"412","","",""
26/11/2023 23:21:06,"416","","",""
26/11/2023 23:26:06,"421","","",""
26/11/2023 23:31:06,"419","","",""
26/11/2023 23:36:06,"416","","",""
26/11/2023 23:41:06,"420","","",""
26/11/2023 23:46:06,"402","","",""
26/11/2023 23:51:06,"411","","",""
26/11/2023 23:56:06,"405","","",""
27/11/2023 0:01:06,"409","","",""
27/11/2023 0:06:06,"408","","",""
27/11/2023 0:11:06,"411","","",""
27/11/2023 0:16:06,"414","","",""
27/11/2023 0:21:06,"411","","",""
27/11/2023 0:26:06,"415","","",""
27/11/2023 0:31:06,"417","","",""
27/11/2023 0:36:06,"406","","",""
27/11/2023 0:41:06,"422","","",""
27/11/2023 0:46:06,"403","","",""
27/11/2023 0:51:06,"406","","",""
27/11/2023 0:56:06,"405","","",""
27/11/2023 1:01:06,"414","","",""
27/11/2023 1:06:06,"417","","",""
27/11/2023 1:11:06,"408","","",""
27/11/2023 1:16:06,"410","","",""
27/11/2023 1:21:06,"410","","",""
27/11/2023 1:26:06,"407","","",""
27/11/2023 1:31:06,"411","","",""
27/11/2023 1:36:06,"411","","",""
27/11/2023 1:41:06,"417","","",""
27/11/2023 1:46:06,"406","","",""
27/11/2023 1:51:06,"418","","",""
27/11/2023 1:56:06,"411","","",""
27/11/2023 2:01:06,"405","","",""
27/11/2023 2:06:06,"409","","",""
27/11/2023 2:11:06,"402","","",""
27/11/2023 2:16:06,"405","","",""
27/11/2023 2:21:06,"405","","",""
27/11/2023 2:26:06,"398","","",""
27/11/2023 2:31:06,"413","","",""
27/11/2023 2:36:06,"416","","",""
27/11/2023 2:41:06,"402","","",""
27/11/2023 2:46:06,"407","","",""
27/11/2023 2:51:06,"407","","",""
27/11/2023 2:56:06,"404","","",""
27/11/2023 3:01:06,"401","","",""
27/11/2023 3:06:06,"414","","",""
27/11/2023 3:11:06,"401","","",""
27/11/2023 3:16:06,"410","","",""
27/11/2023 3:21:06,"406","","",""
27/11/2023 3:26:06,"409","","",""
27/11/2023 3:31:06,"409","","",""
27/11/2023 3:36:06,"398","","",""
27/11/2023 3:41:06,"405","","",""
27/11/2023 3:46:06,"412","","",""
27/11/2023 3:51:06,"406","","",""
27/11/2023 3:56:06,"412","","",""
27/11/2023 4:01:06,"408","","",""
27/11/2023 4:06:06,"400","","",""
27/11/2023 4:11:06,"404","","",""
27/11/2023 4:16:06,"411","","",""
27/11/2023 4:21:06,"411","","",""
27/11/2023 4:26:06,"411","","",""
27/11/2023 4:31:06,"403","","",""
27/11/2023 4:36:06,"414","","",""
27/11/2023 4:41:06,"411","","",""
27/11/2023 4:46:06,"404","","",""
27/11/2023 4:51:06,"410","","",""
27/11/2023 4:56:06,"413","","",""
27/11/2023 5:01:06,"401","","",""
27/11/2023 5:06:06,"406","","",""
27/11/2023 5:11:06,"412","","",""
27/11/2023 5:16:06,"403","","",""
27/11/2023 5:21:06,"402","","",""
27/11/2023 5:26:06,"400","","",""
27/11/2023 5:31:06,"397","","",""
27/11/2023 5:36:06,"411","","",""
27/11/2023 5:41:06,"414","","",""
27/11/2023 5:46:06,"407","","",""
27/11/2023 5:51:06,"401","","",""
27/11/2023 5:56:06,"402","","",""
27/11/2023 6:01:06,"409","","",""
27/11/2023 6:06:06,"404","","",""
27/11/2023 6:11:06,"412","","",""
27/11/2023 6:16:06,"407","","",""
27/11/2023 6:21:06,"416","","",""
27/11/2023 6:26:06,"417","","",""
27/11/2023 6:31:06,"410","","",""
27/11/2023 6:36:06,"418","","",""
27/11/2023 6:41:06,"419","","",""
27/11/2023 6:46:06,"420","","",""
27/11/2023 6:51:06,"422","","",""
27/11/2023 6:56:06,"422","","",""
27/11/2023 7:01:06,"422","","",""
27/11/2023 7:06:06,"428","","",""
27/11/2023 7:11:06,"418","","",""
27/11/2023 7:16:06,"426","","",""
27/11/2023 7:21:06,"425","","",""
27/11/2023 7:26:06,"432","","",""
27/11/2023 7:31:06,"427","","",""
27/11/2023 7:36:06,"435","","",""
27/11/2023 7:41:06,"437","","",""
27/11/2023 7:46:06,"437","","",""
27/11/2023 7:51:06,"423","","",""
27/11/2023 7:56:06,"440","","",""
27/11/2023 8:01:06,"423","","",""
27/11/2023 8:06:06,"449","","",""
27/11/2023 8:11:06,"441","","",""
27/11/2023 8:16:06,"448","","",""
27/11/2023 8:21:06,"464","","",""
27/11/2023 8:26:06,"457","","",""
27/11/2023 8:31:06,"465","","",""
27/11/2023 8:36:06,"465","","",""
27/11/2023 8:41:06,"457","","",""
27/11/2023 8:46:06,"480","","",""
27/11/2023 8:51:06,"475","","",""
27/11/2023 8:56:06,"483","","",""
27/11/2023 9:01:06,"486","","",""
27/11/2023 9:06:06,"487","","",""
27/11/2023 9:11:06,"495","","",""
27/11/2023 9:16:06,"504","","",""
27/11/2023 9:21:06,"535","","",""
27/11/2023 9:26:06,"583","","",""
27/11/2023 9:31:06,"514","","",""
27/11/2023 9:36:06,"481","","",""
27/11/2023 9:41:06,"480","","",""
27/11/2023 9:46:06,"502","","",""
27/11/2023 9:51:06,"514","","",""
27/11/2023 9:56:06,"537","","",""
27/11/2023 10:01:06,"565","","",""
27/11/2023 10:06:06,"561","","",""
27/11/2023 10:11:06,"581","","",""
27/11/2023 10:16:06,"608","","",""
27/11/2023 10:21:06,"635","","",""
27/11/2023 10:26:06,"620","","",""
27/11/2023 10:31:06,"612","","",""
27/11/2023 10:36:06,"637","","",""
27/11/2023 10:41:06,"668","","",""
27/11/2023 10:46:06,"679","","",""
27/11/2023 10:51:06,"694","","",""
27/11/2023 10:56:06,"738","","",""
27/11/2023 11:01:06,"697","","",""
27/11/2023 11:06:06,"686","","",""
27/11/2023 11:11:06,"670","","",""
27/11/2023 11:16:06,"662","","",""
27/11/2023 11:21:06,"662","","",""
27/11/2023 11:26:06,"706","","",""
27/11/2023 11:31:06,"606","","",""
27/11/2023 11:36:06,"572","","",""
27/11/2023 11:41:06,"554","","",""
27/11/2023 11:46:06,"552","","",""
27/11/2023 11:51:06,"686","","",""
27/11/2023 11:56:06,"540","","",""
27/11/2023 12:01:06,"526","","",""
27/11/2023 12:06:06,"534","","",""
27/11/2023 12:11:06,"531","","",""
27/11/2023 12:16:06,"529","","",""
27/11/2023 12:21:06,"545","","",""
27/11/2023 12:26:06,"564","","",""
27/11/2023 12:31:06,"601","","",""
27/11/2023 12:36:06,"629","","",""
27/11/2023 12:41:06,"651","","",""
27/11/2023 12:46:06,"672","","",""
27/11/2023 12:51:06,"686","","",""
27/11/2023 12:56:06,"712","","",""
27/11/2023 13:01:06,"700","","",""
27/11/2023 13:06:06,"707","","",""
27/11/2023 13:11:06,"730","","",""
27/11/2023 13:16:06,"743","","",""
27/11/2023 13:21:06,"758","","",""
27/11/2023 13:26:06,"757","","",""
27/11/2023 13:31:06,"765","","",""
27/11/2023 13:36:06,"764","","",""
27/11/2023 13:41:06,"776","","",""
27/11/2023 13:46:06,"792","","",""
27/11/2023 13:51:06,"810","","",""
27/11/2023 13:56:06,"793","","",""
27/11/2023 14:01:06,"825","","",""
27/11/2023 14:06:06,"806","","",""
27/11/2023 14:11:06,"796","","",""
27/11/2023 14:16:06,"812","","",""
27/11/2023 14:21:06,"816","","",""
27/11/2023 14:26:06,"822","","",""
27/11/2023 14:31:06,"858","","",""
27/11/2023 14:36:06,"810","","",""
27/11/2023 14:41:06,"821","","",""
27/11/2023 14:46:06,"820","","",""
27/11/2023 14:51:06,"813","","",""
27/11/2023 14:56:06,"815","","",""
27/11/2023 15:01:06,"809","","",""
27/11/2023 15:06:06,"782","","",""
27/11/2023 15:11:06,"758","","",""
27/11/2023 15:16:06,"754","","",""
27/11/2023 15:21:06,"776","","",""
27/11/2023 15:26:06,"792","","",""
27/11/2023 15:31:06,"766","","",""
27/11/2023 15:36:06,"794","","",""
27/11/2023 15:41:06,"777","","",""
27/11/2023 15:46:06,"757","","",""
27/11/2023 15:51:06,"760","","",""
27/11/2023 15:56:06,"773","","",""
27/11/2023 16:01:06,"779","","",""
27/11/2023 16:06:06,"763","","",""
27/11/2023 16:11:06,"761","","",""
27/11/2023 16:16:06,"780","","",""
27/11/2023 16:21:06,"740","","",""
27/11/2023 16:26:06,"755","","",""
27/11/2023 16:31:06,"757","","",""
27/11/2023 16:36:06,"760","","",""
27/11/2023 16:41:06,"725","","",""
27/11/2023 16:46:06,"727","","",""
27/11/2023 16:51:06,"748","","",""
27/11/2023 16:56:06,"753","","",""
27/11/2023 17:01:06,"743","","",""
27/11/2023 17:06:06,"734","","",""
27/11/2023 17:11:06,"730","","",""
27/11/2023 17:16:06,"707","","",""
27/11/2023 17:21:06,"694","","",""
27/11/2023 17:26:06,"661","","",""
27/11/2023 17:31:06,"641","","",""
27/11/2023 17:36:06,"618","","",""
27/11/2023 17:41:06,"612","","",""
27/11/2023 17:46:06,"615","","",""
27/11/2023 17:51:06,"599","","",""
27/11/2023 17:56:06,"603","","",""
27/11/2023 18:01:06,"591","","",""
27/11/2023 18:06:06,"586","","",""
27/11/2023 18:11:06,"587","","",""
27/11/2023 18:16:06,"568","","",""
27/11/2023 18:21:06,"571","","",""
27/11/2023 18:26:06,"553","","",""
27/11/2023 18:31:06,"551","","",""
27/11/2023 18:36:06,"534","","",""
27/11/2023 18:41:06,"511","","",""
27/11/2023 18:46:06,"526","","",""
27/11/2023 18:51:06,"507","","",""
27/11/2023 18:56:06,"512","","",""
27/11/2023 19:01:06,"504","","",""
27/11/2023 19:06:06,"487","","",""
27/11/2023 19:11:06,"480","","",""
27/11/2023 19:16:06,"483","","",""
27/11/2023 19:21:06,"476","","",""
27/11/2023 19:26:06,"466","","",""
27/11/2023 19:31:06,"451","","",""
27/11/2023 19:36:06,"463","","",""
27/11/2023 19:41:06,"471","","",""
27/11/2023 19:46:06,"463","","",""
27/11/2023 19:51:06,"456","","",""
27/11/2023 19:56:06,"455","","",""
27/11/2023 20:01:06,"462","","",""
27/11/2023 20:06:06,"462","","",""
27/11/2023 20:11:06,"463","","",""
27/11/2023 20:16:06,"455","","",""
27/11/2023 20:21:06,"470","","",""
27/11/2023 20:26:06,"458","","",""
27/11/2023 20:31:06,"463","","",""
27/11/2023 20:36:06,"457","","",""
27/11/2023 20:41:06,"465","","",""
27/11/2023 20:46:06,"473","","",""
27/11/2023 20:51:06,"468","","",""
27/11/2023 20:56:06,"465","","",""
27/11/2023 21:01:06,"469","","",""
27/11/2023 21:06:06,"463","","",""
27/11/2023 21:11:06,"467","","",""
27/11/2023 21:16:06,"472","","",""
27/11/2023 21:21:06,"481","","",""
27/11/2023 21:26:06,"476","","",""
27/11/2023 21:31:06,"482","","",""
27/11/2023 21:36:06,"486","","",""
27/11/2023 21:41:06,"480","","",""
27/11/2023 21:46:06,"489","","",""
27/11/2023 21:51:06,"488","","",""
27/11/2023 21:56:06,"484","","",""
27/11/2023 22:01:06,"480","","",""
27/11/2023 22:06:06,"484","","",""
27/11/2023 22:11:06,"496","","",""
27/11/2023 22:16:06,"478","","",""
27/11/2023 22:21:06,"497","","",""
27/11/2023 22:26:06,"484","","",""
27/11/2023 22:31:06,"485","","",""
27/11/2023 22:36:06,"482","","",""
27/11/2023 22:41:06,"494","","",""
27/11/2023 22:46:06,"474","","",""
27/11/2023 22:51:06,"489","","",""
27/11/2023 22:56:06,"492","","",""
27/11/2023 23:01:06,"488","","",""
27/11/2023 23:06:06,"479","","",""
27/11/2023 23:11:06,"490","","",""
27/11/2023 23:16:06,"487","","",""
27/11/2023 23:21:06,"487","","",""
27/11/2023 23:26:06,"481","","",""
27/11/2023 23:31:06,"482","","",""
27/11/2023 23:36:06,"472","","",""
27/11/2023 23:41:06,"474","","",""
27/11/2023 23:46:06,"482","","",""
27/11/2023 23:51:06,"483","","",""
27/11/2023 23:56:06,"469","","",""
28/11/2023 0:01:06,"472","","",""
28/11/2023 0:06:06,"485","","",""
28/11/2023 0:11:06,"472","","",""
28/11/2023 0:16:06,"477","","",""
28/11/2023 0:21:06,"481","","",""
28/11/2023 0:26:06,"481","","",""
28/11/2023 0:31:06,"477","","",""
28/11/2023 0:36:06,"481","","",""
28/11/2023 0:41:06,"476","","",""
28/11/2023 0:46:06,"464","","",""
28/11/2023 0:51:06,"467","","",""
28/11/2023 0:56:06,"484","","",""
28/11/2023 1:01:06,"483","","",""
28/11/2023 1:06:06,"473","","",""
28/11/2023 1:11:06,"473","","",""
28/11/2023 1:16:06,"480","","",""
28/11/2023 1:21:06,"478","","",""
28/11/2023 1:26:06,"474","","",""
28/11/2023 1:31:06,"475","","",""
28/11/2023 1:36:06,"475","","",""
28/11/2023 1:41:06,"473","","",""
28/11/2023 1:46:06,"465","","",""
28/11/2023 1:51:06,"469","","",""
28/11/2023 1:56:06,"460","","",""
28/11/2023 2:01:06,"461","","",""
28/11/2023 2:06:06,"481","","",""
28/11/2023 2:11:06,"469","","",""
28/11/2023 2:16:06,"452","","",""
28/11/2023 2:21:06,"472","","",""
28/11/2023 2:26:06,"452","","",""
28/11/2023 2:31:06,"459","","",""
28/11/2023 2:36:06,"469","","",""
28/11/2023 2:41:06,"471","","",""
28/11/2023 2:46:06,"457","","",""
28/11/2023 2:51:06,"460","","",""
28/11/2023 2:56:06,"465","","",""
28/11/2023 3:01:06,"454","","",""
28/11/2023 3:06:06,"464","","",""
28/11/2023 3:11:06,"469","","",""
28/11/2023 3:16:06,"460","","",""
28/11/2023 3:21:06,"453","","",""
28/11/2023 3:26:06,"463","","",""
28/11/2023 3:31:06,"452","","",""
28/11/2023 3:36:06,"467","","",""
28/11/2023 3:41:06,"456","","",""
28/11/2023 3:46:06,"469","","",""
28/11/2023 3:51:06,"458","","",""
28/11/2023 3:56:06,"465","","",""
28/11/2023 4:01:06,"456","","",""
28/11/2023 4:06:06,"456","","",""
28/11/2023 4:11:06,"461","","",""
28/11/2023 4:16:06,"459","","",""
28/11/2023 4:21:06,"459","","",""
28/11/2023 4:26:06,"464","","",""
28/11/2023 4:31:06,"459","","",""
28/11/2023 4:36:06,"468","","",""
28/11/2023 4:41:06,"456","","",""
28/11/2023 4:46:06,"461","","",""
28/11/2023 4:51:06,"461","","",""
28/11/2023 4:56:06,"459","","",""
28/11/2023 5:01:06,"458","","",""
28/11/2023 5:06:06,"458","","",""
28/11/2023 5:11:06,"459","","",""
28/11/2023 5:16:06,"454","","",""
28/11/2023 5:21:06,"458","","",""
28/11/2023 5:26:06,"443","","",""
28/11/2023 5:31:06,"450","","",""
28/11/2023 5:36:06,"446","","",""
28/11/2023 5:41:06,"439","","",""
28/11/2023 5:46:06,"449","","",""
28/11/2023 5:51:06,"446","","",""
28/11/2023 5:56:06,"452","","",""
28/11/2023 6:01:06,"448","","",""
28/11/2023 6:06:06,"453","","",""
28/11/2023 6:11:06,"454","","",""
28/11/2023 6:16:06,"446","","",""
28/11/2023 6:21:06,"431","","",""
28/11/2023 6:26:06,"441","","",""
28/11/2023 6:31:06,"439","","",""
28/11/2023 6:36:06,"441","","",""
28/11/2023 6:41:06,"442","","",""
28/11/2023 6:46:06,"442","","",""
28/11/2023 6:51:06,"450","","",""
28/11/2023 6:56:06,"442","","",""
28/11/2023 7:01:06,"439","","",""
28/11/2023 7:06:06,"425","","",""
28/11/2023 7:11:06,"440","","",""
28/11/2023 7:16:06,"436","","",""
28/11/2023 7:21:06,"449","","",""
28/11/2023 7:26:06,"436","","",""
28/11/2023 7:31:06,"442","","",""
28/11/2023 7:36:06,"431","","",""
28/11/2023 7:41:06,"434","","",""
28/11/2023 7:46:06,"436","","",""
28/11/2023 7:51:06,"442","","",""
28/11/2023 7:56:06,"437","","",""
28/11/2023 8:01:06,"425","","",""
28/11/2023 8:06:06,"435","","",""
28/11/2023 8:11:06,"437","","",""
28/11/2023 8:16:06,"430","","",""
28/11/2023 8:21:06,"442","","",""
28/11/2023 8:26:06,"426","","",""
28/11/2023 8:31:06,"439","","",""
28/11/2023 8:36:06,"439","","",""
28/11/2023 8:41:06,"427","","",""
28/11/2023 8:46:06,"448","","",""
28/11/2023 8:51:06,"458","","",""
28/11/2023 8:56:06,"476","","",""
28/11/2023 9:01:06,"481","","",""
28/11/2023 9:06:06,"496","","",""
28/11/2023 9:11:06,"521","","",""
28/11/2023 9:16:06,"518","","",""
28/11/2023 9:21:06,"537","","",""
28/11/2023 9:26:06,"566","","",""
28/11/2023 9:31:06,"572","","",""
28/11/2023 9:36:06,"602","","",""
28/11/2023 9:41:06,"608","","",""
28/11/2023 9:46:06,"626","","",""
28/11/2023 9:51:06,"611","","",""
28/11/2023 9:56:06,"617","","",""
28/11/2023 10:01:06,"673","","",""
28/11/2023 10:06:06,"664","","",""
28/11/2023 10:11:06,"671","","",""
28/11/2023 10:16:06,"693","","",""
28/11/2023 10:21:06,"690","","",""
28/11/2023 10:26:06,"697","","",""
28/11/2023 10:31:06,"714","","",""
28/11/2023 10:36:06,"729","","",""
28/11/2023 10:41:06,"729","","",""
28/11/2023 10:46:06,"702","","",""
28/11/2023 10:51:06,"737","","",""
28/11/2023 10:56:06,"730","","",""
28/11/2023 11:01:06,"729","","",""
28/11/2023 11:06:06,"737","","",""
28/11/2023 11:11:06,"712","","",""
28/11/2023 11:16:06,"706","","",""
28/11/2023 11:21:06,"706","","",""
28/11/2023 11:26:06,"692","","",""
28/11/2023 11:31:06,"689","","",""
28/11/2023 11:36:06,"689","","",""
28/11/2023 11:41:06,"692","","",""
28/11/2023 11:46:06,"702","","",""
28/11/2023 11:51:06,"691","","",""
28/11/2023 11:56:06,"697","","",""
28/11/2023 12:01:06,"736","","",""
28/11/2023 12:06:06,"732","","",""
28/11/2023 12:11:06,"709","","",""
28/11/2023 12:16:06,"662","","",""
28/11/2023 12:21:06,"654","","",""
28/11/2023 12:26:06,"641","","",""
28/11/2023 12:31:06,"628","","",""
28/11/2023 12:36:06,"610","","",""
28/11/2023 12:41:06,"621","","",""
28/11/2023 12:46:06,"615","","",""
28/11/2023 12:51:06,"645","","",""
28/11/2023 12:56:06,"639","","",""
28/11/2023 13:01:06,"675","","",""
28/11/2023 13:06:06,"693","","",""
28/11/2023 13:11:06,"693","","",""
28/11/2023 13:16:06,"700","","",""
28/11/2023 13:21:06,"710","","",""
28/11/2023 13:26:06,"727","","",""
28/11/2023 13:31:06,"750","","",""
28/11/2023 13:36:06,"767","","",""
28/11/2023 13:41:06,"770","","",""
28/11/2023 13:46:06,"789","","",""
28/11/2023 13:51:06,"776","","",""
28/11/2023 13:56:06,"759","","",""
28/11/2023 14:01:06,"785","","",""
28/11/2023 14:06:06,"827","","",""
28/11/2023 14:11:06,"817","","",""
28/11/2023 14:16:06,"811","","",""
28/11/2023 14:21:06,"813","","",""
28/11/2023 14:26:06,"811","","",""
28/11/2023 14:31:06,"792","","",""
28/11/2023 14:36:06,"785","","",""
28/11/2023 14:41:06,"796","","",""
28/11/2023 14:46:06,"773","","",""
28/11/2023 14:51:06,"775","","",""
28/11/2023 14:56:06,"774","","",""
28/11/2023 15:01:06,"765","","",""
28/11/2023 15:06:06,"729","","",""
28/11/2023 15:11:06,"740","","",""
28/11/2023 15:16:06,"724","","",""
28/11/2023 15:21:06,"731","","",""
28/11/2023 15:26:06,"722","","",""
28/11/2023 15:31:06,"735","","",""
28/11/2023 15:36:06,"736","","",""
28/11/2023 15:41:06,"757","","",""
28/11/2023 15:46:06,"725","","",""
28/11/2023 15:51:06,"747","","",""
28/11/2023 15:56:06,"747","","",""
28/11/2023 16:01:06,"733","","",""
28/11/2023 16:06:06,"725","","",""
28/11/2023 16:11:06,"751","","",""
28/11/2023 16:16:06,"771","","",""
28/11/2023 16:21:06,"834","","",""
28/11/2023 16:26:06,"800","","",""
28/11/2023 16:31:06,"778","","",""
28/11/2023 16:36:06,"767","","",""
28/11/2023 16:41:06,"766","","",""
28/11/2023 16:46:06,"749","","",""
28/11/2023 16:51:06,"773","","",""
28/11/2023 16:56:06,"774","","",""
28/11/2023 17:01:06,"744","","",""
28/11/2023 17:06:06,"737","","",""
28/11/2023 17:11:06,"718","","",""
28/11/2023 17:16:06,"669","","",""
28/11/2023 17:21:06,"654","","",""
28/11/2023 17:26:06,"629","","",""
28/11/2023 17:31:06,"611","","",""
28/11/2023 17:36:06,"620","","",""
28/11/2023 17:41:06,"617","","",""
28/11/2023 17:46:06,"616","","",""
28/11/2023 17:51:06,"626","","",""
28/11/2023 17:56:06,"631","","",""
28/11/2023 18:01:06,"606","","",""
28/11/2023 18:06:06,"599","","",""
28/11/2023 18:11:06,"601","","",""
28/11/2023 18:16:06,"579","","",""
28/11/2023 18:21:06,"579","","",""
28/11/2023 18:26:06,"583","","",""
28/11/2023 18:31:06,"576","","",""
28/11/2023 18:36:06,"571","","",""
28/11/2023 18:41:06,"556","","",""
28/11/2023 18:46:06,"544","","",""
28/11/2023 18:51:06,"569","","",""
28/11/2023 18:56:06,"554","","",""
28/11/2023 19:01:06,"546","","",""
28/11/2023 19:06:06,"543","","",""
28/11/2023 19:11:06,"541","","",""
28/11/2023 19:16:06,"532","","",""
28/11/2023 19:21:06,"537","","",""
28/11/2023 19:26:06,"535","","",""
28/11/2023 19:31:06,"528","","",""
28/11/2023 19:36:06,"532","","",""
28/11/2023 19:41:06,"520","","",""
28/11/2023 19:46:06,"519","","",""
28/11/2023 19:51:06,"508","","",""
28/11/2023 19:56:06,"502","","",""
28/11/2023 20:01:06,"509","","",""
28/11/2023 20:06:06,"493","","",""
28/11/2023 20:11:06,"485","","",""
28/11/2023 20:16:06,"485","","",""
28/11/2023 20:21:06,"483","","",""
28/11/2023 20:26:06,"476","","",""
28/11/2023 20:31:06,"481","","",""
28/11/2023 20:36:06,"476","","",""
28/11/2023 20:41:06,"474","","",""
28/11/2023 20:46:06,"469","","",""
28/11/2023 20:51:06,"463","","",""
28/11/2023 20:56:06,"469","","",""
28/11/2023 21:01:06,"469","","",""
28/11/2023 21:06:06,"462","","",""
28/11/2023 21:11:06,"465","","",""
28/11/2023 21:16:06,"444","","",""
28/11/2023 21:21:06,"454","","",""
28/11/2023 21:26:06,"465","","",""
28/11/2023 21:31:06,"457","","",""
28/11/2023 21:36:06,"457","","",""
28/11/2023 21:41:06,"449","","",""
28/11/2023 21:46:05,"444","","",""
28/11/2023 21:51:05,"461","","",""
28/11/2023 21:56:05,"451","","",""
28/11/2023 22:01:05,"450","","",""
28/11/2023 22:06:05,"448","","",""
28/11/2023 22:11:05,"451","","",""
28/11/2023 22:16:05,"458","","",""
28/11/2023 22:21:05,"459","","",""
28/11/2023 22:26:05,"450","","",""
28/11/2023 22:31:05,"453","","",""
28/11/2023 22:36:05,"461","","",""
28/11/2023 22:41:05,"465","","",""
28/11/2023 22:46:05,"450","","",""
28/11/2023 22:51:05,"458","","",""
28/11/2023 22:56:05,"456","","",""
28/11/2023 23:01:05,"454","","",""
28/11/2023 23:06:05,"453","","",""
28/11/2023 23:11:05,"451","","",""
28/11/2023 23:16:05,"453","","",""
28/11/2023 23:21:05,"456","","",""
28/11/2023 23:26:05,"444","","",""
28/11/2023 23:31:05,"459","","",""
28/11/2023 23:36:05,"455","","",""
28/11/2023 23:41:05,"447","","",""
28/11/2023 23:46:05,"450","","",""
28/11/2023 23:51:05,"457","","",""
28/11/2023 23:56:05,"450","","",""
29/11/2023 0:01:05,"438","","",""
29/11/2023 0:06:05,"439","","",""
29/11/2023 0:11:05,"452","","",""
29/11/2023 0:16:05,"450","","",""
29/11/2023 0:21:05,"452","","",""
29/11/2023 0:26:05,"449","","",""
29/11/2023 0:31:05,"444","","",""
29/11/2023 0:36:05,"443","","",""
29/11/2023 0:41:05,"451","","",""
29/11/2023 0:46:05,"436","","",""
29/11/2023 0:51:05,"455","","",""
29/11/2023 0:56:05,"444","","",""
29/11/2023 1:01:05,"441","","",""
29/11/2023 1:06:05,"444","","",""
29/11/2023 1:11:05,"449","","",""
29/11/2023 1:16:05,"437","","",""
29/11/2023 1:21:05,"440","","",""
29/11/2023 1:26:05,"443","","",""
29/11/2023 1:31:05,"446","","",""
29/11/2023 1:36:05,"433","","",""
29/11/2023 1:41:05,"438","","",""
29/11/2023 1:46:05,"445","","",""
29/11/2023 1:51:05,"451","","",""
29/11/2023 1:56:05,"434","","",""
29/11/2023 2:01:05,"442","","",""
29/11/2023 2:06:05,"446","","",""
29/11/2023 2:11:05,"447","","",""
29/11/2023 2:16:05,"437","","",""
29/11/2023 2:21:05,"449","","",""
29/11/2023 2:26:05,"440","","",""
29/11/2023 2:31:05,"443","","",""
29/11/2023 2:36:05,"448","","",""
29/11/2023 2:41:05,"435","","",""
29/11/2023 2:46:05,"443","","",""
29/11/2023 2:51:05,"441","","",""
29/11/2023 2:56:05,"450","","",""
29/11/2023 3:01:05,"437","","",""
29/11/2023 3:06:05,"435","","",""
29/11/2023 3:11:05,"433","","",""
29/11/2023 3:16:05,"435","","",""
29/11/2023 3:21:05,"445","","",""
29/11/2023 3:26:05,"435","","",""
29/11/2023 3:31:05,"443","","",""
29/11/2023 3:36:05,"430","","",""
29/11/2023 3:41:05,"436","","",""
29/11/2023 3:46:05,"434","","",""
29/11/2023 3:51:05,"440","","",""
29/11/2023 3:56:05,"440","","",""
29/11/2023 4:01:05,"442","","",""
29/11/2023 4:06:05,"440","","",""
29/11/2023 4:11:05,"425","","",""
29/11/2023 4:16:05,"436","","",""
29/11/2023 4:21:05,"441","","",""
29/11/2023 4:26:05,"438","","",""
29/11/2023 4:31:05,"442","","",""
29/11/2023 4:36:05,"440","","",""
29/11/2023 4:41:05,"443","","",""
29/11/2023 4:46:05,"437","","",""
29/11/2023 4:51:05,"428","","",""
29/11/2023 4:56:05,"433","","",""
29/11/2023 5:01:05,"441","","",""
29/11/2023 5:06:05,"432","","",""
29/11/2023 5:11:05,"436","","",""
29/11/2023 5:16:05,"430","","",""
29/11/2023 5:21:05,"441","","",""
29/11/2023 5:26:05,"432","","",""
29/11/2023 5:31:05,"429","","",""
29/11/2023 5:36:05,"431","","",""
29/11/2023 5:41:05,"438","","",""
29/11/2023 5:46:05,"439","","",""
29/11/2023 5:51:05,"436","","",""
29/11/2023 5:56:05,"440","","",""
29/11/2023 6:01:05,"438","","",""
29/11/2023 6:06:05,"436","","",""
29/11/2023 6:11:05,"428","","",""
29/11/2023 6:16:05,"422","","",""
29/11/2023 6:21:05,"433","","",""
29/11/2023 6:26:05,"429","","",""
