Time,Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
1/21/2022 5:44:19,"433","21,6","26","1028"
1/21/2022 5:49:19,"445","21,6","26","1028"
1/21/2022 5:54:19,"427","21,5","26","1028"
1/21/2022 5:59:19,"424","21,4","26","1028"
1/21/2022 6:04:19,"421","21,5","26","1028"
1/21/2022 6:09:19,"432","21,4","26","1028"
1/21/2022 6:14:19,"426","21,4","27","1028"
1/21/2022 6:19:19,"424","21,4","27","1028"
1/21/2022 6:24:19,"422","21,4","27","1028"
1/21/2022 6:29:19,"428","21,4","27","1028"
1/21/2022 6:34:19,"430","21,4","27","1028"
1/21/2022 6:39:19,"432","21,4","27","1028"
1/21/2022 6:44:19,"445","21,4","27","1028"
1/21/2022 6:49:19,"424","21,4","27","1028"
1/21/2022 6:54:19,"439","21,4","27","1028"
1/21/2022 6:59:19,"425","21,3","27","1028"
1/21/2022 7:04:19,"431","21,3","27","1028"
1/21/2022 7:09:19,"430","21,3","27","1028"
1/21/2022 7:14:19,"427","21,3","27","1028"
1/21/2022 7:19:19,"436","21,3","27","1028"
1/21/2022 7:24:19,"433","21,3","27","1028"
1/21/2022 7:29:19,"425","21,3","27","1028"
1/21/2022 7:34:19,"426","21,3","27","1028"
1/21/2022 7:39:19,"433","21,3","27","1028"
1/21/2022 7:44:19,"430","21,3","27","1028"
1/21/2022 7:49:19,"426","21,2","27","1028"
1/21/2022 7:54:19,"449","21,2","27","1028"
1/21/2022 7:59:19,"434","21,2","27","1028"
1/21/2022 8:04:19,"442","21,3","27","1028"
1/21/2022 8:09:19,"436","21,2","27","1028"
1/21/2022 8:14:19,"434","21,2","27","1028"
1/21/2022 8:19:19,"449","21,2","27","1028"
1/21/2022 8:24:19,"451","21,2","27","1028"
1/21/2022 8:29:19,"451","21,2","27","1029"
1/21/2022 8:34:19,"456","21,2","27","1028"
1/21/2022 8:39:19,"456","21,3","27","1028"
1/21/2022 8:44:19,"455","21,2","27","1028"
1/21/2022 8:49:19,"466","21,2","27","1029"
1/21/2022 8:54:19,"467","21,2","27","1029"
1/21/2022 8:59:19,"463","21,2","27","1029"
1/21/2022 9:04:19,"517","21,2","27","1029"
1/21/2022 9:09:19,"614","21,3","28","1029"
1/21/2022 9:14:19,"702","21,3","28","1029"
1/21/2022 9:19:19,"665","21,4","28","1029"
1/21/2022 9:24:19,"642","21,4","28","1029"
1/21/2022 9:29:19,"641","21,5","28","1029"
1/21/2022 9:34:19,"697","21,6","28","1029"
1/21/2022 9:39:19,"671","21,6","28","1029"
1/21/2022 9:44:19,"700","21,7","28","1029"
1/21/2022 9:49:19,"683","21,8","28","1029"
1/21/2022 9:54:19,"660","21,8","28","1029"
1/21/2022 9:59:19,"685","21,9","28","1029"
1/21/2022 10:04:19,"703","22,0","28","1028"
1/21/2022 10:09:19,"731","22,1","28","1028"
1/21/2022 10:14:19,"754","22,2","28","1029"
1/21/2022 10:19:19,"698","22,2","28","1029"
1/21/2022 10:24:19,"657","22,3","28","1029"
1/21/2022 10:29:19,"620","22,4","28","1028"
1/21/2022 10:34:19,"697","22,5","28","1029"
1/21/2022 10:39:19,"776","22,6","28","1029"
1/21/2022 10:44:19,"749","22,6","28","1029"
1/21/2022 10:49:19,"722","22,6","28","1029"
1/21/2022 10:54:19,"710","22,7","28","1029"
1/21/2022 10:59:19,"682","22,7","28","1029"
1/21/2022 11:04:19,"671","22,7","28","1029"
1/21/2022 11:09:19,"672","22,7","28","1029"
1/21/2022 11:14:19,"667","22,7","28","1029"
1/21/2022 11:19:19,"654","22,7","28","1029"
1/21/2022 11:24:19,"634","22,7","28","1029"
1/21/2022 11:29:19,"689","22,7","28","1029"
1/21/2022 11:34:19,"698","22,8","28","1029"
1/21/2022 11:39:19,"650","22,8","28","1029"
1/21/2022 11:44:19,"643","22,8","28","1029"
1/21/2022 11:49:19,"679","22,8","28","1029"
1/21/2022 11:54:19,"676","22,8","28","1029"
1/21/2022 11:59:19,"682","22,8","28","1029"
1/21/2022 12:04:19,"658","22,8","28","1029"
1/21/2022 12:09:19,"625","22,9","28","1029"
1/21/2022 12:14:19,"655","22,9","28","1029"
1/21/2022 12:19:19,"669","22,9","28","1029"
1/21/2022 12:24:19,"669","22,9","28","1029"
1/21/2022 12:29:19,"649","22,9","28","1029"
1/21/2022 12:34:19,"605","22,9","28","1029"
1/21/2022 12:39:19,"656","22,9","28","1029"
1/21/2022 12:44:19,"636","22,9","28","1029"
1/21/2022 12:49:19,"583","22,9","27","1029"
1/21/2022 12:54:19,"567","22,9","27","1029"
1/21/2022 12:59:19,"540","22,9","27","1028"
1/21/2022 13:04:19,"529","22,9","27","1028"
1/21/2022 13:09:19,"553","22,9","28","1028"
1/21/2022 13:14:19,"574","22,9","28","1028"
1/21/2022 13:19:19,"571","23,0","28","1028"
1/21/2022 13:24:19,"575","23,0","28","1028"
1/21/2022 13:29:19,"586","23,0","28","1028"
1/21/2022 13:34:19,"568","23,0","28","1028"
1/21/2022 13:39:19,"588","23,1","28","1028"
1/21/2022 13:44:19,"577","23,1","28","1028"
1/21/2022 13:49:19,"578","23,1","28","1028"
1/21/2022 13:54:19,"580","23,1","28","1028"
1/21/2022 13:59:19,"587","23,1","28","1028"
1/21/2022 14:04:19,"590","23,1","28","1028"
1/21/2022 14:09:19,"572","23,1","28","1028"
1/21/2022 14:14:19,"547","23,1","28","1028"
1/21/2022 14:19:19,"597","23,1","28","1028"
1/21/2022 14:24:19,"610","23,1","28","1028"
1/21/2022 14:29:19,"590","23,2","28","1028"
1/21/2022 14:34:19,"583","23,2","28","1028"
1/21/2022 14:39:19,"588","23,2","28","1028"
1/21/2022 14:44:19,"647","23,2","29","1028"
1/21/2022 14:49:19,"683","23,2","29","1028"
1/21/2022 14:54:19,"726","23,2","29","1028"
1/21/2022 14:59:19,"729","23,3","29","1028"
1/21/2022 15:04:19,"766","23,3","29","1028"
1/21/2022 15:09:19,"728","23,3","29","1028"
1/21/2022 15:14:19,"923","23,4","29","1028"
1/21/2022 15:19:19,"846","23,4","29","1028"
1/21/2022 15:24:19,"789","23,4","29","1028"
1/21/2022 15:29:19,"749","23,3","29","1028"
1/21/2022 15:34:19,"823","23,3","30","1028"
1/21/2022 15:39:19,"966","23,4","30","1028"
1/21/2022 15:44:19,"867","23,3","30","1028"
1/21/2022 15:49:19,"854","23,3","30","1028"
1/21/2022 15:54:19,"933","23,4","30","1028"
1/21/2022 15:59:19,"1023","23,3","30","1028"
1/21/2022 16:04:19,"888","23,2","30","1028"
1/21/2022 16:09:19,"760","23,1","30","1028"
1/21/2022 16:14:19,"679","23,0","30","1028"
1/21/2022 16:19:19,"672","23,0","30","1028"
1/21/2022 16:24:19,"720","23,1","30","1028"
1/21/2022 16:29:19,"738","23,2","30","1028"
1/21/2022 16:34:19,"689","23,2","30","1028"
1/21/2022 16:39:19,"741","23,4","30","1028"
1/21/2022 16:44:19,"700","23,4","30","1028"
1/21/2022 16:49:19,"743","23,3","30","1028"
1/21/2022 16:54:19,"672","23,2","30","1028"
1/21/2022 16:59:19,"646","23,1","30","1028"
1/21/2022 17:04:19,"629","23,1","30","1028"
1/21/2022 17:09:19,"611","23,1","30","1028"
1/21/2022 17:14:19,"618","23,1","30","1028"
1/21/2022 17:19:19,"595","23,0","30","1028"
1/21/2022 17:24:19,"559","23,0","30","1028"
1/21/2022 17:29:19,"526","22,9","30","1028"
1/21/2022 17:34:19,"511","22,9","29","1028"
1/21/2022 17:39:19,"504","22,9","29","1028"
1/21/2022 17:44:19,"495","22,8","29","1028"
1/21/2022 17:49:19,"476","22,8","29","1028"
1/21/2022 17:54:19,"477","22,7","29","1028"
1/21/2022 17:59:19,"480","22,7","29","1028"
1/21/2022 18:04:19,"483","22,6","29","1028"
1/21/2022 18:09:19,"465","22,6","29","1028"
1/21/2022 18:14:19,"468","22,6","29","1028"
1/21/2022 18:19:19,"469","22,6","29","1028"
1/21/2022 18:24:19,"471","22,5","29","1028"
1/21/2022 18:29:19,"473","22,5","29","1028"
1/21/2022 18:34:19,"466","22,5","29","1028"
1/21/2022 18:39:19,"458","22,4","28","1028"
1/21/2022 18:44:19,"444","22,4","28","1028"
1/21/2022 18:49:19,"440","22,3","28","1028"
1/21/2022 18:54:19,"468","22,3","28","1028"
1/21/2022 18:59:19,"453","22,3","28","1028"
1/21/2022 19:04:19,"436","22,3","28","1028"
1/21/2022 19:09:19,"438","22,2","28","1028"
1/21/2022 19:14:19,"441","22,2","28","1028"
1/21/2022 19:19:19,"457","22,2","28","1028"
1/21/2022 19:24:19,"447","22,2","28","1028"
1/21/2022 19:29:19,"449","22,2","27","1028"
1/21/2022 19:34:19,"448","22,2","27","1028"
1/21/2022 19:39:19,"447","22,2","27","1028"
1/21/2022 19:44:19,"451","22,2","27","1028"
1/21/2022 19:49:19,"446","22,2","27","1028"
1/21/2022 19:54:19,"460","22,1","27","1028"
1/21/2022 19:59:19,"448","22,1","27","1028"
1/21/2022 20:04:19,"439","22,1","27","1028"
1/21/2022 20:09:19,"431","22,1","27","1028"
1/21/2022 20:14:19,"456","22,1","27","1028"
1/21/2022 20:19:19,"450","22,1","27","1028"
1/21/2022 20:24:19,"457","22,1","27","1028"
1/21/2022 20:29:19,"447","22,0","27","1028"
1/21/2022 20:34:19,"449","22,0","27","1028"
1/21/2022 20:39:19,"456","22,0","27","1028"
1/21/2022 20:44:19,"449","22,0","27","1028"
1/21/2022 20:49:19,"458","22,0","27","1028"
1/21/2022 20:54:19,"460","22,0","27","1028"
1/21/2022 20:59:19,"459","22,0","27","1028"
1/21/2022 21:04:19,"465","22,0","27","1028"
1/21/2022 21:09:19,"465","22,0","27","1028"
1/21/2022 21:14:19,"456","22,0","27","1028"
1/21/2022 21:19:19,"464","22,0","27","1028"
1/21/2022 21:24:19,"444","21,9","27","1028"
1/21/2022 21:29:19,"451","21,9","27","1028"
1/21/2022 21:34:19,"453","21,9","27","1028"
1/21/2022 21:39:19,"445","21,9","27","1028"
1/21/2022 21:44:19,"460","21,9","27","1028"
1/21/2022 21:49:19,"447","21,9","27","1028"
1/21/2022 21:54:19,"455","21,9","27","1028"
1/21/2022 21:59:19,"458","21,9","27","1028"
1/21/2022 22:04:19,"447","21,8","27","1028"
1/21/2022 22:09:19,"447","21,8","27","1028"
1/21/2022 22:14:19,"452","21,8","27","1028"
1/21/2022 22:19:19,"465","21,8","27","1028"
1/21/2022 22:24:19,"452","21,8","27","1028"
1/21/2022 22:29:19,"459","21,8","27","1028"
1/21/2022 22:34:19,"456","21,8","27","1028"
1/21/2022 22:39:19,"450","21,8","27","1028"
1/21/2022 22:44:19,"451","21,8","28","1028"
1/21/2022 22:49:19,"462","21,8","28","1028"
1/21/2022 22:54:19,"448","21,8","28","1028"
1/21/2022 22:59:19,"446","21,8","28","1028"
1/21/2022 23:04:19,"460","21,8","28","1028"
1/21/2022 23:09:19,"454","21,7","28","1028"
1/21/2022 23:14:19,"445","21,7","28","1028"
1/21/2022 23:19:19,"452","21,7","28","1028"
1/21/2022 23:24:19,"450","21,7","28","1028"
1/21/2022 23:29:19,"455","21,7","28","1028"
1/21/2022 23:34:19,"448","21,7","28","1028"
1/21/2022 23:39:19,"443","21,7","28","1028"
1/21/2022 23:44:19,"452","21,7","28","1028"
1/21/2022 23:49:19,"462","21,7","28","1028"
1/21/2022 23:54:19,"447","21,7","28","1028"
1/21/2022 23:59:19,"459","21,7","28","1028"
1/22/2022 0:04:19,"456","21,7","28","1028"
1/22/2022 0:09:19,"458","21,7","28","1028"
1/22/2022 0:14:19,"454","21,7","28","1028"
1/22/2022 0:19:19,"442","21,7","28","1028"
1/22/2022 0:24:19,"448","21,6","28","1028"
1/22/2022 0:29:19,"458","21,6","28","1028"
1/22/2022 0:34:19,"458","21,6","28","1028"
1/22/2022 0:39:19,"449","21,6","28","1028"
1/22/2022 0:44:19,"451","21,6","28","1028"
1/22/2022 0:49:19,"450","21,6","28","1028"
1/22/2022 0:54:19,"443","21,6","28","1028"
1/22/2022 0:59:19,"452","21,6","28","1028"
1/22/2022 1:04:19,"452","21,6","28","1028"
1/22/2022 1:09:19,"456","21,6","28","1028"
1/22/2022 1:14:19,"455","21,6","28","1028"
1/22/2022 1:19:19,"459","21,6","28","1028"
1/22/2022 1:24:19,"444","21,6","28","1028"
1/22/2022 1:29:19,"460","21,5","28","1028"
1/22/2022 1:34:19,"452","21,6","28","1028"
1/22/2022 1:39:19,"448","21,6","28","1028"
1/22/2022 1:44:19,"462","21,6","28","1028"
1/22/2022 1:49:19,"446","21,5","28","1027"
1/22/2022 1:54:19,"451","21,5","28","1027"
1/22/2022 1:59:19,"441","21,5","28","1027"
1/22/2022 2:04:19,"446","21,5","28","1027"
1/22/2022 2:09:19,"448","21,5","28","1027"
1/22/2022 2:14:19,"450","21,5","28","1027"
1/22/2022 2:19:19,"439","21,5","28","1027"
1/22/2022 2:24:19,"443","21,5","28","1027"
1/22/2022 2:29:19,"463","21,5","28","1027"
1/22/2022 2:34:19,"448","21,5","28","1027"
1/22/2022 2:39:19,"457","21,5","28","1027"
1/22/2022 2:44:19,"454","21,5","28","1028"
1/22/2022 2:49:19,"445","21,5","28","1028"
1/22/2022 2:54:19,"452","21,5","28","1028"
1/22/2022 2:59:19,"445","21,5","28","1028"
1/22/2022 3:04:19,"461","21,5","28","1028"
1/22/2022 3:09:19,"457","21,4","28","1028"
1/22/2022 3:14:19,"452","21,5","28","1028"
1/22/2022 3:19:19,"459","21,4","28","1027"
1/22/2022 3:24:19,"440","21,4","28","1027"
1/22/2022 3:29:19,"448","21,4","28","1028"
1/22/2022 3:34:19,"447","21,4","28","1027"
1/22/2022 3:39:19,"441","21,4","28","1027"
1/22/2022 3:44:19,"449","21,4","28","1028"
1/22/2022 3:49:19,"446","21,4","28","1028"
1/22/2022 3:54:19,"447","21,4","28","1028"
1/22/2022 3:59:19,"450","21,4","28","1027"
1/22/2022 4:04:19,"443","21,4","28","1027"
1/22/2022 4:09:19,"456","21,4","28","1027"
1/22/2022 4:14:19,"443","21,4","28","1028"
1/22/2022 4:19:19,"440","21,4","28","1027"
1/22/2022 4:24:19,"447","21,4","28","1028"
1/22/2022 4:29:19,"452","21,4","28","1028"
1/22/2022 4:34:19,"449","21,4","28","1028"
1/22/2022 4:39:19,"451","21,4","28","1028"
1/22/2022 4:44:19,"451","21,4","28","1028"
1/22/2022 4:49:19,"445","21,4","28","1028"
1/22/2022 4:54:19,"445","21,4","28","1028"
1/22/2022 4:59:19,"446","21,4","28","1027"
1/22/2022 5:04:19,"443","21,4","29","1027"
1/22/2022 5:09:19,"451","21,4","29","1027"
1/22/2022 5:14:19,"450","21,3","29","1027"
1/22/2022 5:19:19,"444","21,4","29","1027"
1/22/2022 5:24:19,"444","21,4","29","1027"
1/22/2022 5:29:19,"449","21,4","29","1027"
1/22/2022 5:34:19,"451","21,4","29","1027"
1/22/2022 5:39:19,"447","21,4","29","1027"
1/22/2022 5:44:19,"446","21,4","29","1027"
1/22/2022 5:49:19,"445","21,4","29","1027"
1/22/2022 5:54:19,"452","21,4","29","1027"
1/22/2022 5:59:19,"461","21,4","29","1027"
1/22/2022 6:04:19,"452","21,3","29","1027"
1/22/2022 6:09:19,"441","21,3","29","1027"
1/22/2022 6:14:19,"445","21,3","29","1027"
1/22/2022 6:19:19,"431","21,3","29","1027"
1/22/2022 6:24:19,"448","21,3","29","1027"
1/22/2022 6:29:19,"455","21,3","29","1027"
1/22/2022 6:34:19,"444","21,3","29","1027"
1/22/2022 6:39:19,"457","21,3","29","1027"
1/22/2022 6:44:19,"439","21,3","29","1027"
1/22/2022 6:49:19,"449","21,3","29","1027"
1/22/2022 6:54:19,"456","21,3","29","1027"
1/22/2022 6:59:19,"454","21,3","29","1027"
1/22/2022 7:04:19,"466","21,3","29","1027"
1/22/2022 7:09:19,"450","21,3","29","1028"
1/22/2022 7:14:19,"457","21,3","29","1028"
1/22/2022 7:19:19,"457","21,3","29","1028"
1/22/2022 7:24:19,"458","21,3","29","1027"
1/22/2022 7:29:19,"449","21,3","30","1027"
1/22/2022 7:34:19,"460","21,3","30","1028"
1/22/2022 7:39:19,"450","21,3","30","1028"
1/22/2022 7:44:19,"448","21,3","30","1028"
1/22/2022 7:49:19,"437","21,3","30","1028"
1/22/2022 7:54:19,"457","21,3","30","1028"
1/22/2022 7:59:19,"432","21,3","30","1028"
1/22/2022 8:04:19,"453","21,3","30","1028"
1/22/2022 8:09:19,"461","21,3","30","1028"
1/22/2022 8:14:19,"456","21,3","30","1028"
1/22/2022 8:19:19,"456","21,3","30","1028"
1/22/2022 8:24:19,"448","21,3","30","1028"
1/22/2022 8:29:19,"452","21,3","30","1028"
1/22/2022 8:34:19,"450","21,3","30","1028"
1/22/2022 8:39:19,"445","21,3","30","1028"
1/22/2022 8:44:19,"457","21,2","30","1028"
1/22/2022 8:49:19,"456","21,3","30","1028"
1/22/2022 8:54:19,"466","21,3","30","1028"
1/22/2022 8:59:19,"454","21,3","30","1028"
1/22/2022 9:04:19,"450","21,3","30","1028"
1/22/2022 9:09:19,"442","21,3","30","1028"
1/22/2022 9:14:19,"464","21,3","30","1028"
1/22/2022 9:19:19,"456","21,3","30","1028"
1/22/2022 9:24:19,"456","21,3","30","1028"
1/22/2022 9:29:19,"451","21,2","30","1028"
1/22/2022 9:34:19,"450","21,3","30","1028"
1/22/2022 9:39:19,"452","21,2","30","1028"
1/22/2022 9:44:19,"452","21,3","30","1028"
1/22/2022 9:49:19,"456","21,3","30","1028"
1/22/2022 9:54:19,"443","21,2","30","1028"
1/22/2022 9:59:19,"451","21,3","30","1028"
1/22/2022 10:04:19,"452","21,2","30","1028"
1/22/2022 10:09:19,"451","21,3","30","1028"
1/22/2022 10:14:19,"453","21,3","30","1028"
1/22/2022 10:19:19,"458","21,2","30","1028"
1/22/2022 10:24:19,"456","21,2","30","1028"
1/22/2022 10:29:19,"450","21,3","30","1029"
1/22/2022 10:34:19,"444","21,2","30","1028"
1/22/2022 10:39:19,"436","21,3","30","1029"
1/22/2022 10:44:19,"464","21,3","30","1029"
1/22/2022 10:49:19,"459","21,2","30","1029"
1/22/2022 10:54:19,"448","21,3","30","1029"
1/22/2022 10:59:19,"460","21,3","30","1029"
1/22/2022 11:04:19,"462","21,3","30","1029"
1/22/2022 11:09:19,"462","21,2","30","1029"
1/22/2022 11:14:19,"464","21,3","30","1029"
1/22/2022 11:19:19,"459","21,3","30","1029"
1/22/2022 11:24:19,"459","21,3","30","1029"
1/22/2022 11:29:19,"455","21,2","30","1029"
1/22/2022 11:34:19,"457","21,3","30","1029"
1/22/2022 11:39:19,"469","21,3","30","1029"
1/22/2022 11:44:19,"458","21,3","30","1029"
1/22/2022 11:49:19,"447","21,3","30","1029"
1/22/2022 11:54:19,"460","21,3","30","1029"
1/22/2022 11:59:19,"456","21,3","30","1029"
1/22/2022 12:04:19,"444","21,2","30","1029"
1/22/2022 12:09:19,"448","21,3","30","1029"
1/22/2022 12:14:19,"451","21,3","30","1029"
1/22/2022 12:19:19,"454","21,3","30","1029"
1/22/2022 12:24:19,"450","21,3","30","1029"
1/22/2022 12:29:19,"451","21,3","30","1029"
1/22/2022 12:34:19,"445","21,3","30","1029"
1/22/2022 12:39:19,"448","21,3","30","1029"
1/22/2022 12:44:19,"461","21,3","30","1029"
1/22/2022 12:49:19,"441","21,3","30","1029"
1/22/2022 12:54:19,"459","21,3","30","1029"
1/22/2022 12:59:19,"445","21,3","30","1029"
1/22/2022 13:04:19,"463","21,3","30","1029"
1/22/2022 13:09:19,"452","21,3","30","1029"
1/22/2022 13:14:19,"449","21,3","30","1029"
1/22/2022 13:19:19,"457","21,3","30","1029"
1/22/2022 13:24:19,"451","21,3","30","1028"
1/22/2022 13:29:19,"451","21,2","30","1028"
1/22/2022 13:34:19,"440","21,3","30","1028"
1/22/2022 13:39:19,"446","21,2","30","1028"
1/22/2022 13:44:19,"440","21,3","30","1028"
1/22/2022 13:49:19,"448","21,3","30","1028"
1/22/2022 13:54:19,"451","21,2","30","1028"
1/22/2022 13:59:19,"448","21,3","30","1028"
1/22/2022 14:04:19,"448","21,3","30","1028"
1/22/2022 14:09:19,"445","21,3","30","1028"
1/22/2022 14:14:19,"452","21,3","30","1028"
1/22/2022 14:19:19,"448","21,3","30","1028"
1/22/2022 14:24:19,"446","21,2","30","1028"
1/22/2022 14:29:19,"451","21,3","30","1028"
1/22/2022 14:34:19,"437","21,3","30","1028"
1/22/2022 14:39:19,"457","21,3","30","1028"
1/22/2022 14:44:19,"448","21,2","30","1028"
1/22/2022 14:49:19,"448","21,2","30","1028"
1/22/2022 14:54:19,"445","21,2","30","1028"
1/22/2022 14:59:19,"451","21,3","30","1028"
1/22/2022 15:04:19,"453","21,2","30","1028"
1/22/2022 15:09:19,"435","21,2","30","1028"
1/22/2022 15:14:19,"450","21,2","30","1028"
1/22/2022 15:19:19,"466","21,2","30","1028"
1/22/2022 15:24:19,"442","21,2","30","1028"
1/22/2022 15:29:19,"454","21,2","30","1028"
1/22/2022 15:34:19,"454","21,2","30","1028"
1/22/2022 15:39:19,"451","21,2","30","1028"
1/22/2022 15:44:19,"451","21,2","30","1029"
1/22/2022 15:49:19,"449","21,2","30","1029"
1/22/2022 15:54:19,"453","21,2","30","1029"
1/22/2022 15:59:19,"444","21,2","30","1029"
1/22/2022 16:04:19,"451","21,2","30","1029"
1/22/2022 16:09:19,"454","21,2","30","1029"
1/22/2022 16:14:19,"450","21,2","30","1029"
1/22/2022 16:19:19,"454","21,2","30","1028"
1/22/2022 16:24:19,"446","21,2","30","1028"
1/22/2022 16:29:19,"449","21,2","30","1028"
1/22/2022 16:34:19,"449","21,2","30","1028"
1/22/2022 16:39:19,"454","21,2","30","1028"
1/22/2022 16:44:19,"446","21,2","30","1028"
1/22/2022 16:49:19,"446","21,2","30","1028"
1/22/2022 16:54:19,"445","21,2","30","1029"
1/22/2022 16:59:19,"448","21,2","30","1028"
1/22/2022 17:04:19,"435","21,2","30","1028"
1/22/2022 17:09:19,"455","21,2","30","1028"
1/22/2022 17:14:19,"448","21,2","30","1028"
1/22/2022 17:19:19,"449","21,2","30","1028"
1/22/2022 17:24:19,"453","21,2","30","1028"
1/22/2022 17:29:19,"447","21,2","30","1028"
1/22/2022 17:34:19,"453","21,2","30","1028"
1/22/2022 17:39:19,"455","21,2","30","1028"
1/22/2022 17:44:19,"449","21,2","30","1029"
1/22/2022 17:49:19,"442","21,2","30","1029"
1/22/2022 17:54:19,"445","21,2","30","1029"
1/22/2022 17:59:19,"453","21,2","30","1029"
1/22/2022 18:04:19,"455","21,2","30","1029"
1/22/2022 18:09:19,"475","21,2","30","1029"
1/22/2022 18:14:19,"544","21,2","31","1029"
1/22/2022 18:19:19,"553","21,2","31","1029"
1/22/2022 18:24:19,"533","21,3","31","1029"
1/22/2022 18:29:19,"505","21,4","31","1029"
1/22/2022 18:34:19,"503","21,4","31","1029"
1/22/2022 18:39:19,"503","21,4","31","1029"
1/22/2022 18:44:19,"511","21,5","31","1029"
1/22/2022 18:49:19,"493","21,5","30","1029"
1/22/2022 18:54:19,"476","21,5","30","1029"
1/22/2022 18:59:19,"471","21,6","30","1029"
1/22/2022 19:04:19,"462","21,6","30","1029"
1/22/2022 19:09:19,"467","21,6","30","1029"
1/22/2022 19:14:19,"465","21,6","30","1029"
1/22/2022 19:19:19,"479","21,7","30","1029"
1/22/2022 19:24:19,"523","21,7","30","1029"
1/22/2022 19:29:19,"554","21,7","30","1029"
1/22/2022 19:34:19,"585","21,8","31","1029"
1/22/2022 19:39:19,"590","21,8","31","1029"
1/22/2022 19:44:19,"571","21,8","30","1029"
1/22/2022 19:49:19,"535","21,7","30","1029"
1/22/2022 19:54:19,"508","21,7","30","1029"
1/22/2022 19:59:19,"483","21,7","30","1029"
1/22/2022 20:04:19,"468","21,6","30","1029"
1/22/2022 20:09:19,"476","21,6","30","1029"
1/22/2022 20:14:19,"466","21,6","30","1029"
1/22/2022 20:19:19,"476","21,6","30","1029"
1/22/2022 20:24:19,"466","21,5","30","1029"
1/22/2022 20:29:19,"447","21,5","30","1029"
1/22/2022 20:34:19,"452","21,5","30","1029"
1/22/2022 20:39:19,"449","21,5","30","1029"
1/22/2022 20:44:19,"447","21,5","30","1029"
1/22/2022 20:49:19,"453","21,4","30","1029"
1/22/2022 20:54:19,"447","21,4","30","1029"
1/22/2022 20:59:19,"443","21,4","30","1029"
1/22/2022 21:04:19,"443","21,4","30","1029"
1/22/2022 21:09:19,"439","21,4","30","1029"
1/22/2022 21:14:19,"446","21,4","30","1029"
1/22/2022 21:19:19,"448","21,4","30","1029"
1/22/2022 21:24:19,"448","21,4","30","1029"
1/22/2022 21:29:19,"455","21,4","30","1029"
1/22/2022 21:34:19,"448","21,4","30","1029"
1/22/2022 21:39:19,"456","21,4","30","1029"
1/22/2022 21:44:19,"447","21,4","30","1029"
1/22/2022 21:49:19,"444","21,4","30","1029"
1/22/2022 21:54:19,"448","21,4","30","1029"
1/22/2022 21:59:19,"450","21,4","30","1029"
1/22/2022 22:04:19,"453","21,4","30","1029"
1/22/2022 22:09:19,"451","21,4","30","1029"
1/22/2022 22:14:19,"445","21,4","30","1029"
1/22/2022 22:19:19,"450","21,4","30","1029"
1/22/2022 22:24:19,"448","21,4","30","1029"
1/22/2022 22:29:19,"434","21,4","30","1029"
1/22/2022 22:34:19,"431","21,4","30","1029"
1/22/2022 22:39:19,"434","21,4","30","1029"
1/22/2022 22:44:19,"449","21,4","30","1029"
1/22/2022 22:49:19,"451","21,4","30","1029"
1/22/2022 22:54:19,"440","21,3","30","1029"
1/22/2022 22:59:19,"441","21,4","30","1029"
1/22/2022 23:04:19,"445","21,3","30","1029"
1/22/2022 23:09:19,"444","21,4","30","1029"
1/22/2022 23:14:19,"452","21,3","30","1029"
1/22/2022 23:19:19,"447","21,3","30","1029"
1/22/2022 23:24:19,"442","21,3","30","1028"
1/22/2022 23:29:19,"451","21,3","30","1029"
1/22/2022 23:34:19,"447","21,3","30","1029"
1/22/2022 23:39:19,"455","21,3","30","1029"
1/22/2022 23:44:19,"450","21,3","30","1029"
1/22/2022 23:49:19,"458","21,3","30","1029"
1/22/2022 23:54:19,"447","21,3","30","1029"
1/22/2022 23:59:19,"460","21,3","30","1029"
1/23/2022 0:04:19,"441","21,3","30","1029"
1/23/2022 0:09:19,"454","21,3","30","1029"
1/23/2022 0:14:19,"442","21,3","30","1029"
1/23/2022 0:19:19,"459","21,3","30","1029"
1/23/2022 0:24:19,"444","21,3","30","1029"
1/23/2022 0:29:19,"437","21,3","30","1029"
1/23/2022 0:34:19,"438","21,3","30","1029"
1/23/2022 0:39:19,"451","21,3","30","1029"
1/23/2022 0:44:19,"452","21,3","30","1029"
1/23/2022 0:49:19,"455","21,3","30","1029"
1/23/2022 0:54:19,"445","21,3","30","1029"
1/23/2022 0:59:19,"449","21,3","30","1029"
1/23/2022 1:04:19,"455","21,3","30","1029"
1/23/2022 1:09:19,"441","21,3","30","1029"
1/23/2022 1:14:19,"457","21,3","30","1029"
1/23/2022 1:19:19,"451","21,2","30","1029"
1/23/2022 1:24:19,"448","21,2","30","1029"
1/23/2022 1:29:19,"447","21,3","30","1029"
1/23/2022 1:34:19,"455","21,3","30","1029"
1/23/2022 1:39:19,"456","21,3","30","1029"
1/23/2022 1:44:19,"449","21,2","30","1029"
1/23/2022 1:49:19,"440","21,3","30","1029"
1/23/2022 1:54:19,"445","21,2","30","1029"
1/23/2022 1:59:19,"449","21,3","30","1029"
1/23/2022 2:04:19,"452","21,2","30","1029"
1/23/2022 2:09:19,"448","21,2","30","1029"
1/23/2022 2:14:19,"448","21,2","30","1029"
1/23/2022 2:19:19,"446","21,2","30","1029"
